identity_key,display_ref,canonical_mt_ref,canonical_lxx_ref,total_occurrences,current_occurrences,historical_occurrences,source_kinds,sample_liturgical_places,hour_themes,patristic_homily_slug,chapter_study_slug,audio_slug,site_note
rid_9cb6d212470da10befe0,Mark 14:43-54,Mark 14:43-54,Mark 14:43-54,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Ninth Hour | Psalm+Gospel || Good Friday Eve | Ninth Hour | Gospel,the saving death of Christ and repentance,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_23f384e2033d8d427492,Mark 14:55-72,Mark 14:55-72,Mark 14:55-72,2,1,1,pascha_day_hour; pascha_source_text,Great Thursday Eve | Eleventh Hour | Psalm+Gospel || Good Friday Eve | Eleventh Hour | Gospel,the late call to repentance and mercy,,mark-14,mark-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8eedced3940450abfdfe,Mark 15:1-5,Mark 15:1-5,Mark 15:1-5,1,1,0,pascha_day_hour,Good Friday | First Hour | Psalm+Gospel,the beginning of the day and watchfulness,,mark-15,mark-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d07c8599ec57244053cc,Mark 15:26-33,Mark 15:26-33,Mark 15:26-33,1,1,0,pascha_day_hour,Good Friday | Sixth Hour | Psalm+Gospel,the Cross and the Lord's willing suffering,,mark-15,mark-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bd7ac0a5c58afe9d44af,Mark 15:34-37,Mark 15:34-37,Mark 15:34-37,1,1,0,pascha_day_hour,Good Friday | Ninth Hour | Psalm+Gospel,the saving death of Christ and repentance,,mark-15,mark-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_35684aad2907eda3d30b,Mark 15:38-41,Mark 15:38-41,Mark 15:38-41,1,1,0,pascha_day_hour,Good Friday | Eleventh Hour | Psalm+Gospel,the late call to repentance and mercy,,mark-15,mark-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_354aecd9e2e00fd91078,Mark 15:42-16:1,Mark 15:42-16:1,Mark 15:42-16:1,1,1,0,pascha_day_hour,Good Friday | Twelfth Hour | Psalm+Gospel,"burial, waiting, and hope",,mark-15,mark-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ed470e4ffae755d81c63,Mark 15:6-25,Mark 15:6-25,Mark 15:6-25,1,1,0,pascha_day_hour,Good Friday | Third Hour | Psalm+Gospel,the descent of the Holy Spirit and the trial of the heart,,mark-15,mark-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a695bf38aa2de224342d,Mark 16,Mark 16,Mark 16,1,1,0,special_service,myron_consecration | matins | matins,,,mark-16,mark-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_961c08ea064e7d06a7b6,Mark 16:12-20,Mark 16:12-20,Mark 16:12-20,17,17,0,copticchurch_date; katameros_cycle,The Feast of the Ascension | Matins | Gospel,awakening to praise and repentance,,mark-16,mark-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6ee02d7cd057665b21b9,Mark 16:17-20,Mark 16:17-20,Mark 16:17-20,17,17,0,copticchurch_date; katameros_cycle,Monday of the fourth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-16,mark-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_31877e006a7d26f52225,Mark 16:2-11,Mark 16:2-11,Mark 16:2-11,17,17,0,copticchurch_date; katameros_cycle,The Feast of Resurrection | Matins | Gospel,awakening to praise and repentance,,mark-16,mark-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_34afd06191866d7d22c5,Mark 16:2-8,Mark 16:2-8,Mark 16:2-8,94,94,0,copticchurch_date; katameros_cycle,Friday of the first week of the holy fifty days | Liturgy | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,mark-16,mark-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1c337df1b8b037d1880d,Mark 16:9-20,Mark 16:9-20,Mark 16:9-20,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the first week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-16,mark-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3e732659c34adf57f891,Mark 19:9-13,Mark 19:9-13,Mark 19:9-13,14,14,0,copticchurch_date,Abib 21 | Matins | Gospel,awakening to praise and repentance,,mark-19,mark-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dfa7bc8cdcabaca750e6,Mark 1:1-11,Mark 1:1-11,Mark 1:1-11,93,93,0,copticchurch_date; katameros_cycle,Abib 2 | Liturgy | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_60071e93fe204dde4f71,Mark 1:12-15,Mark 1:12-15,Mark 1:12-15,17,17,0,copticchurch_date; katameros_cycle,Sunday of the second week of Great Lent | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_733e42b7085cfc862545,Mark 1:16-22,Mark 1:16-22,Mark 1:16-22,116,116,0,copticchurch_date; katameros_cycle,Abib 23 | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6c5b3bf4117d7f81216e,Mark 1:23-31,Mark 1:23-31,Mark 1:23-31,17,17,0,copticchurch_date; katameros_cycle,The third Sunday of Kiak | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dff9ba72e0b0cd7051b0,Mark 1:29-34,Mark 1:29-34,Mark 1:29-34,10,10,0,copticchurch_date; katameros_cycle,The third Sunday of Tout | Vespers | Gospel || Third Sunday of Tut | vespers_gospel | vespers_gospel,evening thanksgiving and watchfulness,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_492fed4b559c28237ad9,Mark 1:35-39,Mark 1:35-39,Mark 1:35-39,17,17,0,copticchurch_date; katameros_cycle,The second Sunday of Tout | Matins | Gospel,awakening to praise and repentance,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b547018ffcaa85ab6616,Mark 1:40-44,Mark 1:40-44,Mark 1:40-44,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the fourth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,mark-1,mark-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_fc79833bb75de826b7fd,Mark 2:1-12,Mark 2:1-12,Mark 2:1-12,17,17,0,copticchurch_date; katameros_cycle,The first Sunday of Baba | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-2,mark-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_12482d0c91aff1f01a26,Mark 2:13-17,Mark 2:13-17,Mark 2:13-17,16,16,0,copticchurch_date; katameros_cycle,Baba 12 | Matins | Gospel,awakening to praise and repentance,,mark-2,mark-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_99ae9cead59d3777cc7f,Mark 2:18-22,Mark 2:18-22,Mark 2:18-22,17,17,0,copticchurch_date; katameros_cycle,Feast of Nayrouz - (Readings of the First of Tut) | Matins | Gospel || Tout 1 | Matins | Gospel,awakening to praise and repentance,,mark-2,mark-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e1e4658148b1cf57688f,Mark 2:3-13,Mark 2:3-13,Mark 2:3-13,17,17,0,copticchurch_date; katameros_cycle,Thursday of the first week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-2,mark-2,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a6664e9c88c49d81ff2d,Mark 3:22-27,Mark 3:22-27,Mark 3:22-27,33,33,0,copticchurch_date; katameros_cycle,Tout 21 | Matins | Gospel,awakening to praise and repentance,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e3d03967e50508053def,Mark 3:22-34,Mark 3:22-34,Mark 3:22-34,13,13,0,copticchurch_date,The third Sunday of Mesra | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e5b9bcd819253f65bfb6,Mark 3:22-35,Mark 3:22-35,Mark 3:22-35,1,1,0,katameros_cycle,Third Sunday of Misra | liturgy_gospel | liturgy_gospel,,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a9523d0460a5ea788166,Mark 3:28-35,Mark 3:28-35,Mark 3:28-35,50,50,0,copticchurch_date; katameros_cycle,The fourth Sunday of Kiak | Matins | Gospel,awakening to praise and repentance; the Eucharistic gathering of the Church,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_23e0bd836678537cd059,Mark 3:31-35,Mark 3:31-35,Mark 3:31-35,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the fourth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0dcee82ae6752d98ad58,Mark 3:7-12,Mark 3:7-12,Mark 3:7-12,25,25,0,copticchurch_date; katameros_cycle,The second Sunday of Toba | Matins | Gospel || Thursday of the fourth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2bd483556c91ffe90fc7,Mark 3:7-21,Mark 3:7-21,Mark 3:7-21,108,108,0,copticchurch_date; katameros_cycle,Abib 18 | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-3,mark-3,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f2b89c4068903d5202b0,Mark 4:10-20,Mark 4:10-20,Mark 4:10-20,1,1,0,katameros_cycle,First Sunday of Hatur | vespers_gospel | vespers_gospel,,,mark-4,mark-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_19a8ae89f6542d55483f,Mark 4:21-25,Mark 4:21-25,Mark 4:21-25,50,50,0,copticchurch_date; katameros_cycle,Thursday of the fourth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance; evening thanksgiving and watchfulness,,mark-4,mark-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_055358e32f12555af2d0,Mark 4:21-29,Mark 4:21-29,Mark 4:21-29,16,16,0,copticchurch_date; katameros_cycle,Thursday of the first week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-4,mark-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_c223ca0ac09398fa236f,Mark 4:26-29,Mark 4:26-29,Mark 4:26-29,17,17,0,copticchurch_date; katameros_cycle,Friday of the fourth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,mark-4,mark-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_83a8b38cb35fcbd4c907,Mark 4:30-34,Mark 4:30-34,Mark 4:30-34,34,34,0,copticchurch_date; katameros_cycle,Monday of the fifth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,mark-4,mark-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_428a5e6ab93413e9b51d,Mark 4:35-41,Mark 4:35-41,Mark 4:35-41,68,68,0,copticchurch_date; katameros_cycle,The third Sunday of Baba | Vespers | Gospel,awakening to praise and repentance; evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,mark-4,mark-4,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5429c24c82043b7bb282,Mark 5:21-43,Mark 5:21-43,Mark 5:21-43,17,17,0,copticchurch_date; katameros_cycle,Monday of the fifth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-5,mark-5,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ae9d16282b49cebed612,Mark 6:14-29,Mark 6:14-29,Mark 6:14-29,15,15,0,copticchurch_date; katameros_cycle,Tout 2 | Liturgy | Gospel,the Eucharistic gathering of the Church,,mark-6,mark-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ef52e5451dafb7727d68,Mark 6:30-34,Mark 6:30-34,Mark 6:30-34,17,17,0,copticchurch_date; katameros_cycle,Monday of the sixth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-6,mark-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b0673401d1e3fc6282f1,Mark 6:35-44,Mark 6:35-44,Mark 6:35-44,15,15,0,copticchurch_date; katameros_cycle,The fifth Sunday of Abib | Matins | Gospel || The fifth Sunday of Bashons | Matins | Gospel || The fifth Sunday of Mesra | Matins | Gospel || The fifth Sunday of Paona | Matins | Gospel || Fifth Sunday of Abib | matins_gospel | matins_gospel || Fifth Sunday of Baramhat | matins_gospel | matins_gospel || Fifth Sunday of Baramudah | matins_gospel | matins_gospel,awakening to praise and repentance,,mark-6,mark-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ada201dc1f7febb10341,Mark 6:45-56,Mark 6:45-56,Mark 6:45-56,15,15,0,copticchurch_date; katameros_cycle,The first Sunday of Mesra | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-6,mark-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_551e2399649f57139aa9,Mark 6:47-52,Mark 6:47-52,Mark 6:47-52,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the fourth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-6,mark-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_dee346ab20e506858ca5,Mark 6:6-13,Mark 6:6-13,Mark 6:6-13,76,76,0,copticchurch_date; katameros_cycle,Abib 2 | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-6,mark-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1960cb581339d451a16b,Mark 7:1-20,Mark 7:1-20,Mark 7:1-20,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the sixth week of Great Lent | Matins | Gospel,awakening to praise and repentance,,mark-7,mark-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_eee5ba9ce801121aa1fc,Mark 7:1-4,Mark 7:1-4,Mark 7:1-4,17,17,0,copticchurch_date; katameros_cycle,Thursday of the fourth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-7,mark-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_61775ea4bc692a03c20f,Mark 7:5-8,Mark 7:5-8,Mark 7:5-8,17,17,0,copticchurch_date; katameros_cycle,Thursday of the fifth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,mark-7,mark-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_227bec8a613b18104adc,Mark 8:10-15,Mark 8:10-15,Mark 8:10-15,17,17,0,copticchurch_date; katameros_cycle,Friday of the fourth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,mark-8,mark-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
