old_occasion,identity_key,display_ref,service_section,service_hour,slot,slot_type,presentation_duplicate_rows,specific_coptic_day_count,specific_coptic_days,source_row_ids,validated,source_of_confusion,fix
annual fixed Coptic day,rid_2546fd6792e031743ed5,Ps 146:1 (LXX Ps 145:1),matins_psalm,,matins_psalm,psalm,7,7,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10,729; 811; 1096; 1357; 2341; 4017; 4209,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_25de9d034254f5c883a1,Ps 97:11-12 (LXX Ps 96:11-12),matins_psalm,,matins_psalm,psalm,11,11,Abib 12; Abib 24; Abib 4; Al-Nasi 4; Amshir 6; Baunah 15; Baunah 4; Hatur 15; Mesra 1; Mesra 9; Tubah 28,938; 1863; 1954; 3420; 3550; 3792; 3891; 4029; 4108; 4197; 4496,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_272d86cb0efc0014c158,Ps 105:26 (LXX Ps 104:26),matins_psalm,,matins_psalm,psalm,18,18,Amshir 26; Babah 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 22; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,45; 66; 95; 286; 628; 1208; 1402; 1702; 2210; 2548; 2692; 2713; 3051; 3481; 3615; 3688; 4138; 4353,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_27bc36e02ede607645fb,Ps 37:18 (LXX Ps 36:18),matins_psalm,,matins_psalm,psalm,14,14,Amshir 12; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 29; Kiyahk 12; Tubah 14; Tubah 25,441; 519; 679; 1306; 1691; 1828; 1919; 2029; 2122; 2376; 2639; 2749; 3239; 3730,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_2aee8f73a50c59de5f2f,Ps 26:8 (LXX Ps 25:8),matins_psalm,,matins_psalm,psalm,3,3,Baramhat 28; Bashans 9; Tut 16,192; 2608; 3100,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_2bcc55ec91996312b888,Ps 145:10 (LXX Ps 144:10),matins_psalm,,matins_psalm,psalm,1,1,Mesra 26,4404,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3468a98df1af5d73d006,Ps 119:130 (LXX Ps 118:130),matins_psalm,,matins_psalm,psalm,1,1,Tubah 3,1554,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3b91d939a733d182a68b,Ps 97:7-9 (LXX Ps 96:7-9),matins_psalm,,matins_psalm,psalm,2,2,Al-Nasi 3; Baunah 13,3526; 4486,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3ba5850f7b942b7ab758,Ps 37:17-18 (LXX Ps 36:17-18),matins_psalm,,matins_psalm,psalm,1,1,Al-Nasi 1,4463,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3c1ccf2e4cc7dd8cc140,Ps 104:31-32 (LXX Ps 103:31-32),matins_psalm,,matins_psalm,psalm,2,2,Baramhat 21; Mesra 13,2519; 4243,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3d25e7b88d1bb4c5edb5,Ps 89:19-21 (LXX Ps 88:19-21),matins_psalm,,matins_psalm,psalm,1,1,Kiyahk 23,1434,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3e62e1b53bdc96843a32,Ps 138:1-2 (LXX Ps 137:1-2),matins_psalm,,matins_psalm,psalm,1,1,Hatur 24,1058,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_3f024b09125110bc07d7,Ps 70:5 (LXX Ps 69:5),matins_psalm,,matins_psalm,psalm,5,5,Baramhat 11; Baramhat 14; Barmuda 21; Tut 21; Tut 23,245; 264; 2396; 2431; 2885,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4443600214caa17fcaee,Ps 110:4-6 (LXX Ps 109:4-6),matins_psalm,,matins_psalm,psalm,17,17,Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 5; Babah 9; Bashans 12; Bashans 28; Hatur 17; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Tubah 7; Tut 13; Tut 30,156; 347; 390; 418; 468; 826; 968; 1019; 1157; 1343; 1603; 2054; 2108; 2226; 3140; 3339; 4259,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4579518429cde4306c1a,Ps 102:19-21 (LXX Ps 101:19-21),matins_psalm,,matins_psalm,psalm,5,5,Amshir 16; Hatur 11; Kiyahk 13; Mesra 7; Tut 26,299; 884; 1318; 2083; 4173,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_45efd27e6c30787b14f7,Ps 92:10 (LXX Ps 91:10),matins_psalm,,matins_psalm,psalm,8,8,Amshir 15; Baunah 16; Baunah 30; Hatur 16; Kiyahk 11; Kiyahk 2; Tubah 17; Tut 2,16; 951; 1172; 1292; 1726; 2069; 3563; 3741,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_48ad7781dc80f8cb404b,Ps 66:13-15 (LXX Ps 65:13-15),matins_psalm,,matins_psalm,psalm,2,2,Amshir 8; Tubah 6,1589; 1982,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_48e4d010b6ec36c5473d,Ps 132:18 (LXX Ps 131:18),matins_psalm,,matins_psalm,psalm,27,27,Abib 10; Abib 13; Al-Nasi 5; Amshir 22; Amshir 24; Babah 23; Baramhat 17; Baramhat 2; Baramhat 5; Barmuda 19; Bashans 11; Bashans 17; Bashans 27; Baunah 14; Baunah 3; Hatur 14; Hatur 23; Hatur 28; Hatur 4; Kiyahk 10; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 24; Tubah 18; Tubah 23; Tut 9,110; 653; 799; 926; 1047; 1110; 1279; 1391; 1480; 1742; 1807; 2162; 2186; 2288; 2329; 2467; 2861; 3125; 3200; 3324; 3408; 3538; 3869; 3905; 4223; 4378; 4509,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_49b5058753b4917cc24a,Ps 45:6 (LXX Ps 44:6),matins_psalm,,matins_psalm,psalm,11,11,Abib 20; Amshir 25; Amshir 28; Babah 15; Babah 19; Baramhat 18; Barmuda 2; Barmuda 20; Barmuda 24; Barmuda 26; Baunah 6,543; 603; 2199; 2241; 2480; 2652; 2874; 2921; 2943; 3447; 3984,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4a11001fd62cfb531d3b,Ps 34:7 (LXX Ps 33:7),matins_psalm,,matins_psalm,psalm,1,1,Mesra 25,4390,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4aa94f5e7d58b4eebc4f,Ps 104:15 (LXX Ps 103:15),matins_psalm,,matins_psalm,psalm,1,1,Tubah 13,1680,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_538db7ca045666d9e2a2,Ps 105:1-3 (LXX Ps 104:1-3),matins_psalm,,matins_psalm,psalm,7,7,Abib 2; Abib 9; Babah 30; Barmuda 30; Bashans 23; Baunah 27; Hatur 20,741; 1004; 2990; 3274; 3701; 3763; 3855,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_55073c018780db46b621,Ps 40:9-10 (LXX Ps 39:9-10),matins_psalm,,matins_psalm,psalm,2,2,Babah 12; Bashans 15,509; 3177,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_59951fd8c6161e63beda,Ps 118:16 (LXX Ps 117:16),matins_psalm,,matins_psalm,psalm,1,1,Tut 18,213,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_59a4739e08bb44f1596a,Ps 73:24 (LXX Ps 72:24),matins_psalm,,matins_psalm,psalm,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,30; 80; 371; 494; 571; 754; 908; 1138; 1222; 1539; 1618; 1967; 2533; 2665; 2771; 3075; 3364; 3714; 3776; 4304,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_5ae66091f4a150dbbd25,Ps 34:5 (LXX Ps 33:5),matins_psalm,,matins_psalm,psalm,2,2,Mesra 25; Tubah 12,1671; 4389,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_69181807dd0eee09411f,Ps 42:7-8 (LXX Ps 41:7-8),matins_psalm,,matins_psalm,psalm,1,1,Tubah 10,1647,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_69313e181fb494b15271,Ps 37:29 (LXX Ps 36:29),matins_psalm,,matins_psalm,psalm,14,14,Amshir 12; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 29; Kiyahk 12; Tubah 14; Tubah 25,442; 520; 680; 1307; 1692; 1829; 1920; 2030; 2123; 2377; 2640; 2750; 3240; 3731,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6c4771ccff3d6402164a,Ps 145:11 (LXX Ps 144:11),matins_psalm,,matins_psalm,psalm,1,1,Mesra 26,4405,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6ee059c1d0e605f192a1,Ps 105:3-4 (LXX Ps 104:3-4),matins_psalm,,matins_psalm,psalm,1,1,Mesra 28,4427,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_70f2518ce28781b5200d,Ps 89:24 (LXX Ps 88:24),matins_psalm,,matins_psalm,psalm,11,11,Abib 15; Amshir 30; Amshir 9; Bashans 14; Bashans 2; Bashans 21; Bashans 29; Baunah 24; Kiyahk 17; Mesra 3; Tut 14,169; 1368; 1992; 2263; 3013; 3167; 3250; 3352; 3665; 3929; 4128,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_71286498cd3ffc4c9e96,Ps 60:4-5 (LXX Ps 59:4-5),matins_psalm,,matins_psalm,psalm,3,3,Baramhat 10; Mesra 12; Tut 17,202; 2387; 4234,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_74680c44ac77af7f1091,Ps 105:27 (LXX Ps 104:27),matins_psalm,,matins_psalm,psalm,18,18,Amshir 26; Babah 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 22; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,46; 67; 96; 287; 629; 1209; 1403; 1703; 2211; 2549; 2693; 2714; 3052; 3482; 3616; 3689; 4139; 4354,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_78a462333d03b96e5072,Ps 33:12 (LXX Ps 32:12),matins_psalm,,matins_psalm,psalm,16,16,Abib 7; Amshir 2; Babah 20; Babah 24; Barmuda 9; Bashans 13; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Kiyahk 25; Kiyahk 7; Kiyahk 9; Mesra 5; Tubah 22; Tubah 26,616; 667; 1239; 1265; 1456; 1793; 1842; 1906; 2737; 3156; 3227; 3434; 3579; 3654; 3829; 4153,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_78d2893ff615a4a491d1,Ps 145:20 (LXX Ps 144:20),matins_psalm,,matins_psalm,psalm,1,1,Mesra 26,4407,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7a86e72c0ef4688be58e,Ps 73:23 (LXX Ps 72:23),matins_psalm,,matins_psalm,psalm,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,29; 79; 370; 493; 570; 753; 907; 1137; 1221; 1538; 1617; 1966; 2532; 2664; 2770; 3074; 3363; 3713; 3775; 4303,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7dec4783851465632bbb,Ps 68:24 (LXX Ps 67:24),matins_psalm,,matins_psalm,psalm,3,3,Amshir 4; Babah 22; Kiyahk 18,640; 1378; 1930,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_80c37d1e4cce555da1da,Ps 107:32 (LXX Ps 106:32),matins_psalm,,matins_psalm,psalm,15,15,Amshir 11; Amshir 20; Babah 16; Babah 18; Baramhat 12; Baramhat 16; Baramhat 20; Baramhat 24; Baramhat 3; Barmuda 14; Barmuda 22; Bashans 4; Baunah 18; Hatur 2; Hatur 29,555; 587; 770; 1122; 2014; 2134; 2300; 2406; 2450; 2505; 2561; 2799; 2895; 3037; 3591,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_81a8b1975f9934dde128,Ps 37:17 (LXX Ps 36:17),matins_psalm,,matins_psalm,psalm,14,14,Amshir 12; Amshir 19; Amshir 3; Babah 13; Babah 25; Babah 7; Baramhat 9; Barmuda 1; Barmuda 10; Bashans 20; Baunah 29; Kiyahk 12; Tubah 14; Tubah 25,440; 518; 678; 1305; 1690; 1827; 1918; 2028; 2121; 2375; 2638; 2748; 3238; 3729,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8362fc480566bba18f8a,Ps 33:1 (LXX Ps 32:1),matins_psalm,,matins_psalm,psalm,16,16,Abib 7; Amshir 2; Babah 20; Babah 24; Barmuda 9; Bashans 13; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Kiyahk 25; Kiyahk 7; Kiyahk 9; Mesra 5; Tubah 22; Tubah 26,615; 666; 1238; 1264; 1455; 1792; 1841; 1905; 2736; 3155; 3226; 3433; 3578; 3653; 3828; 4152,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_87e05d7e20cff84baf7b,Ps 9:14,matins_psalm,,matins_psalm,psalm,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,32; 82; 373; 496; 573; 756; 910; 1140; 1224; 1541; 1620; 1969; 2535; 2667; 2773; 3077; 3366; 3716; 3778; 4306,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
